"","country","continent","year","lifeExp","pop","gdpPercap","popInMillions"
"1462","Swaziland","Africa",1997,54.3,1054486,3876.76846,1.054486
"1062","Namibia","Africa",1977,56.4,977026,3876.485958,0.977026
"815","Jordan","Asia",2002,71.3,5307470,3844.917194,5.30747
"1417","Spain","Europe",1952,64.9,28549870,3834.034742,28.54987
"38","Angola","Africa",1957,32,4561361,3827.940465,4.561361
"942","Malaysia","Asia",1977,65.3,12845381,3827.921571,12.845381
"144","Bolivia","Americas",2007,65.6,9119152,3822.137084,9.119152
"1032","Morocco","Africa",2007,71.2,33757175,3820.17523,33.757175
"306","Colombia","Americas",1977,63.8,25094412,3815.80787,25.094412
"1568","Tunisia","Africa",1987,66.9,7724976,3810.419296,7.724976
"1065","Namibia","Africa",1992,62,1554253,3804.537999,1.554253
"465","Egypt","Africa",1992,63.7,59402198,3794.755195,59.402198
"1060","Namibia","Africa",1967,51.2,706640,3793.694753,0.70664
"1199","Paraguay","Americas",2002,70.8,5884491,3783.674243,5.884491
"1458","Swaziland","Africa",1977,52.5,551425,3781.410618,0.551425
"446","Ecuador","Americas",1957,51.4,4058385,3780.546651,4.058385
"471","El Salvador","Americas",1962,52.3,2747687,3776.803627,2.747687
"1238","Portugal","Europe",1957,61.5,8817650,3774.571743,8.81765
"1495","Syria","Asia",1982,64.6,9410494,3761.837715,9.410494
"1201","Peru","Americas",1952,43.9,8025700,3758.523437,8.0257
"1061","Namibia","Africa",1972,53.9,821782,3746.080948,0.821782
"741","Iraq","Asia",1992,59.5,17861905,3745.640687,17.861905
"20","Albania","Europe",1987,72,3075321,3738.932735,3.075321
"837","Korea, Dem. Rep.","Asia",1992,70,20711375,3726.063507,20.711375
"978","Mauritius","Africa",1977,64.9,913025,3710.982963,0.913025
"833","Korea, Dem. Rep.","Asia",1972,64,14781241,3701.621503,14.781241
"425","Djibouti","Africa",1972,44.4,178848,3694.212352,0.178848
"1064","Namibia","Africa",1987,60.8,1278184,3693.731337,1.278184
"979","Mauritius","Africa",1982,66.7,992040,3688.037739,0.99204
"1662","West Bank and Gaza","Asia",1977,60.8,1261091,3682.831494,1.261091
"1010","Montenegro","Europe",1957,61.4,442829,3682.259903,0.442829
"1359","Singapore","Asia",1962,65.8,1750200,3674.735572,1.7502
"814","Jordan","Asia",1997,69.8,4526235,3645.379572,4.526235
"1107","Nicaragua","Americas",1962,48.6,1590597,3634.364406,1.590597
"348","Congo, Rep.","Africa",2007,55.3,3800610,3632.557798,3.80061
"19","Albania","Europe",1982,70.4,2780097,3630.880722,2.780097
"662","Hong Kong, China","Asia",1957,64.8,2736300,3629.076457,2.7363
"442","Dominican Republic","Americas",1997,70,7992357,3614.101285,7.992357
"1333","Serbia","Europe",1952,58,6860147,3581.459448,6.860147
"1567","Tunisia","Africa",1982,64,6734098,3560.233174,6.734098
"1461","Swaziland","Africa",1992,58.5,962344,3553.0224,0.962344
"660","Honduras","Americas",2007,70.2,7483763,3548.330846,7.483763
"138","Bolivia","Americas",1977,50,5079716,3548.097832,5.079716
"720","Indonesia","Asia",2007,70.7,223547000,3540.651564,223.547
"1179","Panama","Americas",1962,61.8,1215725,3536.540301,1.215725
"18","Albania","Europe",1977,68.9,2509048,3533.00391,2.509048
"589","Greece","Europe",1952,65.9,7733250,3530.690067,7.73325
"150","Bosnia and Herzegovina","Europe",1977,69.9,4086000,3528.481305,4.086
"445","Ecuador","Americas",1952,48.4,3548753,3522.110717,3.548753
"37","Angola","Africa",1952,30,4232095,3520.610273,4.232095
"463","Egypt","Africa",1982,56,45681811,3503.729636,45.681811
"346","Congo, Rep.","Africa",1997,53,2800947,3484.164376,2.800947
"347","Congo, Rep.","Africa",2002,53,3328795,3484.06197,3.328795
"985","Mexico","Americas",1952,50.8,30144317,3478.125529,30.144317
"1111","Nicaragua","Americas",1982,59.3,2979423,3470.338156,2.979423
"351","Costa Rica","Americas",1962,62.8,1345187,3460.937025,1.345187
"1106","Nicaragua","Americas",1957,45.4,1358828,3457.415947,1.358828
"1577","Turkey","Europe",1972,57,37492953,3450.69638,37.492953
"902","Libya","Africa",1957,45.3,1201578,3448.284395,1.201578
"813","Jordan","Asia",1992,68,3867409,3431.593647,3.867409
"172","Brazil","Americas",1967,57.6,88049823,3429.864357,88.049823
"470","El Salvador","Americas",1957,48.6,2355805,3421.523218,2.355805
"143","Bolivia","Americas",2002,63.9,8445134,3413.26269,8.445134
"1457","Swaziland","Africa",1972,49.6,480105,3364.836625,0.480105
"1497","Syria","Asia",1992,69.2,13219062,3340.542768,13.219062
"171","Brazil","Americas",1962,55.7,76039390,3336.585802,76.03939
"142","Bolivia","Americas",1997,62,7693188,3326.143191,7.693188
"17","Albania","Europe",1972,67.7,2263554,3313.422188,2.263554
"722","Iran","Asia",1957,47.2,19792000,3290.257643,19.792
"305","Colombia","Americas",1972,61.6,22542890,3264.660041,22.54289
"342","Congo, Rep.","Africa",1977,55.6,1536769,3259.178978,1.536769
"1031","Morocco","Africa",2002,69.6,31167783,3258.495584,31.167783
"1194","Paraguay","Americas",1977,66.4,2984494,3248.373311,2.984494
"28","Algeria","Africa",1967,51.4,12760499,3246.991771,12.760499
"604","Guatemala","Americas",1967,50,4690773,3242.531147,4.690773
"793","Japan","Asia",1952,63,86459025,3216.956347,86.459025
"162","Botswana","Africa",1977,59.3,781472,3214.857818,0.781472
"341","Congo, Rep.","Africa",1972,54.9,1340458,3213.152683,1.340458
"654","Honduras","Americas",1977,57.4,3055235,3203.208066,3.055235
"1494","Syria","Asia",1977,61.2,7932503,3195.484582,7.932503
"22","Albania","Europe",1997,73,3428038,3193.054604,3.428038
"1224","Philippines","Asia",2007,71.7,91077287,3190.481016,91.077287
"1263","Reunion","Africa",1962,57.7,358900,3173.72334,0.3589
"1059","Namibia","Africa",1962,48.4,621392,3173.215595,0.621392
"658","Honduras","Americas",1997,67.7,5867957,3160.454906,5.867957
"139","Bolivia","Americas",1982,53.9,5642224,3156.510452,5.642224
"1273","Romania","Europe",1952,61,16630000,3144.613186,16.63
"1661","West Bank and Gaza","Asia",1972,56.5,1089572,3133.409277,1.089572
"655","Honduras","Americas",1982,60.9,3669448,3121.760794,3.669448
"1566","Tunisia","Africa",1977,59.8,6005061,3120.876811,6.005061
"718","Indonesia","Asia",1997,66,199278000,3119.335603,199.278
"299","China","Asia",2002,72,1280400000,3119.280896,1280.4
"373","Croatia","Europe",1952,61.2,3882229,3119.23652,3.882229
"1496","Syria","Asia",1987,67,11242847,3116.774285,11.242847
"1105","Nicaragua","Americas",1952,42.3,1165790,3112.363948,1.16579
"659","Honduras","Americas",2002,68.6,6677328,3099.72866,6.677328
"1008","Mongolia","Asia",2007,66.8,2874127,3095.772271,2.874127
"1249","Puerto Rico","Americas",1952,64.3,2227000,3081.959785,2.227
"426","Djibouti","Africa",1977,46.5,228694,3081.761022,0.228694
"657","Honduras","Americas",1992,66.4,5077347,3081.694603,5.077347
"742","Iraq","Asia",1997,58.8,20775703,3076.239795,20.775703
"1237","Portugal","Europe",1952,59.8,8526050,3068.319867,8.52605
"661","Hong Kong, China","Asia",1952,61,2125900,3054.421209,2.1259
"469","El Salvador","Americas",1952,45.3,2042865,3048.3029,2.042865
"441","Dominican Republic","Americas",1992,68.5,7351181,3044.214214,7.351181
"721","Iran","Asia",1952,44.9,17272000,3035.326002,17.272
"845","Korea, Rep.","Asia",1972,62.6,33505000,3030.87665,33.505
"1668","West Bank and Gaza","Asia",2007,73.4,4018332,3025.349798,4.018332
"1549","Trinidad and Tobago","Americas",1952,59.1,662850,3023.271928,0.66285
"656","Honduras","Americas",1987,64.5,4372203,3023.096699,4.372203
"423","Djibouti","Africa",1962,39.7,89898,3020.989263,0.089898
"424","Djibouti","Africa",1967,42.1,127617,3020.050513,0.127617
"1439","Sri Lanka","Asia",2002,70.8,19576783,3015.378833,19.576783
"26","Algeria","Africa",1957,45.7,10270856,3013.976023,10.270856
"182","Bulgaria","Europe",1957,66.6,7651254,3008.670727,7.651254
"42","Angola","Africa",1977,39.5,6162675,3008.647355,6.162675
"350","Costa Rica","Americas",1957,60,1112300,2990.010802,1.1123
"1532","Thailand","Asia",1987,66.1,52910342,2982.653773,52.910342
"1030","Morocco","Africa",1997,67.7,28529501,2982.101858,28.529501
"137","Bolivia","Americas",1972,46.7,4565872,2980.331339,4.565872
"1178","Panama","Americas",1957,59.2,1063506,2961.800905,1.063506
"141","Bolivia","Americas",1992,60,6893451,2961.699694,6.893451
"1112","Nicaragua","Americas",1987,62,3344353,2955.984375,3.344353
"1029","Morocco","Africa",1992,65.4,25798239,2948.047252,25.798239
"1155","Oman","Asia",1962,43.2,628164,2924.638113,0.628164
"440","Dominican Republic","Americas",1987,66,6655297,2899.842175,6.655297
"781","Jamaica","Americas",1952,58.5,1426095,2898.530881,1.426095
"428","Djibouti","Africa",1987,50,311025,2880.102568,0.311025
"427","Djibouti","Africa",1982,48.8,305991,2879.468067,0.305991
"719","Indonesia","Asia",2002,68.6,211060000,2873.91287,211.06
"422","Djibouti","Africa",1957,37.3,71851,2864.969076,0.071851
"439","Dominican Republic","Americas",1982,63.7,5968349,2861.092386,5.968349
"149","Bosnia and Herzegovina","Europe",1972,67.5,3819000,2860.16975,3.819
"810","Jordan","Asia",1977,61.1,1937652,2852.351568,1.937652
"941","Malaysia","Asia",1972,63,11441462,2849.09478,11.441462
"1358","Singapore","Asia",1957,63.2,1445929,2843.104409,1.445929
"1576","Turkey","Europe",1967,54.3,33411317,2826.356387,33.411317
"490","Equatorial Guinea","Africa",1997,48.2,439971,2814.480755,0.439971
"462","Egypt","Africa",1977,53.3,38783863,2785.493582,38.783863
"47","Angola","Africa",2002,41,10866106,2773.287312,10.866106
"1262","Reunion","Africa",1957,55.1,308700,2769.451844,0.3087
"16","Albania","Europe",1967,66.2,1984060,2760.196931,1.98406
"43","Angola","Africa",1982,39.9,7016384,2756.953672,7.016384
"1028","Morocco","Africa",1987,62.7,22987397,2755.046991,22.987397
"140","Bolivia","Americas",1987,57.3,6156369,2753.69149,6.156369
"1565","Tunisia","Africa",1972,55.6,5303507,2753.285994,5.303507
"603","Guatemala","Americas",1962,47,4208858,2750.364446,4.208858
"1116","Nicaragua","Americas",2007,72.9,5675356,2749.320965,5.675356
"808","Jordan","Asia",1967,51.6,1255058,2741.796252,1.255058
"1261","Reunion","Africa",1952,52.7,257700,2718.885295,0.2577
"1027","Morocco","Africa",1982,59.6,20198730,2702.620356,20.19873
"438","Dominican Republic","Americas",1977,61.8,5302800,2681.9889,5.3028
"304","Colombia","Americas",1967,60,19764027,2678.729839,19.764027
"340","Congo, Rep.","Africa",1967,52,1179760,2677.939642,1.17976
"133","Bolivia","Americas",1952,40.4,2883315,2677.326347,2.883315
"421","Djibouti","Africa",1952,34.8,63149,2669.529475,0.063149
"1438","Sri Lanka","Asia",1997,70.5,18698655,2664.477257,18.698655
"1223","Philippines","Asia",2002,70.3,82995088,2650.921068,82.995088
"1660","West Bank and Gaza","Asia",1967,51.6,1142636,2649.715007,1.142636
"1009","Montenegro","Europe",1952,59.2,413834,2647.585601,0.413834
"1504","Taiwan","Asia",1967,67.5,13648692,2643.858681,13.648692
"45","Angola","Africa",1992,40.6,8735988,2627.845685,8.735988
"349","Costa Rica","Americas",1952,57.2,926317,2627.009471,0.926317
"1058","Namibia","Africa",1957,45.2,548080,2621.448058,0.54808
"602","Guatemala","Americas",1957,44.1,3640876,2617.155967,3.640876
"1456","Swaziland","Africa",1967,46.6,420690,2613.101665,0.42069
"1176","Pakistan","Asia",2007,65.5,169270617,2605.94758,169.270617
"1219","Philippines","Asia",1982,62.1,53456774,2603.273765,53.456774
"367","Cote d'Ivoire","Africa",1982,54,9025951,2602.710169,9.025951
"236","Cameroon","Africa",1987,55,10780667,2602.664206,10.780667
"1452","Sudan","Africa",2007,58.6,42292929,2602.394995,42.292929
"136","Bolivia","Americas",1967,45,4040665,2586.886053,4.040665
"977","Mauritius","Africa",1972,62.9,851334,2575.484158,0.851334
"1493","Syria","Asia",1972,57.3,6701172,2571.423014,6.701172
"27","Algeria","Africa",1962,48.3,11000948,2550.81688,11.000948
"153","Bosnia and Herzegovina","Europe",1992,72.2,4256013,2546.781445,4.256013
"652","Honduras","Americas",1967,50.9,2500689,2538.269358,2.500689
"1222","Philippines","Asia",1997,68.6,75012988,2536.534925,75.012988
"653","Honduras","Americas",1972,53.9,2965146,2529.842345,2.965146
"975","Mauritius","Africa",1962,60.2,701016,2529.067487,0.701016
"1193","Paraguay","Americas",1972,65.8,2614104,2523.337977,2.614104
"366","Cote d'Ivoire","Africa",1977,52.4,7459574,2517.736547,7.459574
"21","Albania","Europe",1992,71.6,3326498,2497.437901,3.326498
"303","Colombia","Americas",1962,57.9,17009885,2492.351109,17.009885
"170","Brazil","Americas",1957,53.3,65551171,2487.365989,65.551171
"1177","Panama","Americas",1952,55.2,940080,2480.380334,0.94008
"976","Mauritius","Africa",1967,61.6,789309,2475.387562,0.789309
"1115","Nicaragua","Americas",2002,70.8,5146848,2474.548819,5.146848
"339","Congo, Rep.","Africa",1962,48.4,1047924,2464.783157,1.047924
"708","India","Asia",2007,64.7,1110396331,2452.210407,1110.396331
"25","Algeria","Africa",1952,43.1,9279525,2449.008185,9.279525
"181","Bulgaria","Europe",1952,59.6,7274900,2444.286648,7.2749
"1656","Vietnam","Asia",2007,74.2,85262356,2441.576404,85.262356
"44","Angola","Africa",1987,39.9,7874230,2430.208311,7.87423
"601","Guatemala","Americas",1952,42,3146381,2428.237769,3.146381
"1057","Namibia","Africa",1952,41.7,485831,2423.780443,0.485831
"1531","Thailand","Asia",1982,64.6,48827160,2393.219781,48.82716
"901","Libya","Africa",1952,42.7,1019729,2387.54806,1.019729
"717","Indonesia","Asia",1992,62.7,184816000,2383.140898,184.816
"365","Cote d'Ivoire","Africa",1972,49.8,6071696,2378.201111,6.071696
"429","Djibouti","Africa",1992,51.6,384156,2377.156192,0.384156
"1218","Philippines","Asia",1977,60.1,46850962,2373.204287,46.850962
"1026","Morocco","Africa",1977,55.7,18396941,2370.619976,18.396941
"235","Cameroon","Africa",1982,53,9250831,2367.983282,9.250831
"807","Jordan","Asia",1962,48.1,933559,2348.009158,0.933559
"1004","Mongolia","Asia",1987,60.2,2015133,2338.008304,2.015133
"302","Colombia","Americas",1957,55.1,14485993,2323.805581,14.485993
"1575","Turkey","Europe",1962,52.1,29788695,2322.869908,29.788695
"1357","Singapore","Asia",1952,60.4,1127000,2315.138227,1.127
"338","Congo, Rep.","Africa",1957,45.1,940458,2315.056572,0.940458
"15","Albania","Europe",1962,64.8,1728137,2312.888958,1.728137
"1192","Paraguay","Americas",1967,65,2287985,2299.376311,2.287985
"651","Honduras","Americas",1962,48,2090162,2291.156835,2.090162
"298","China","Asia",1997,70.4,1230075000,2289.234136,1230.075
"1680","Yemen, Rep.","Asia",2007,62.7,22211743,2280.769906,22.211743
"1221","Philippines","Asia",1992,66.5,67185766,2279.324017,67.185766
"940","Malaysia","Asia",1967,59.4,10154878,2277.742396,10.154878
"46","Angola","Africa",1997,41,9875024,2277.140884,9.875024
"161","Botswana","Africa",1972,56,619351,2263.611114,0.619351
"1114","Nicaragua","Americas",1997,68.4,4609572,2253.023004,4.609572
"1154","Oman","Asia",1957,40.1,561977,2242.746551,0.561977
"1679","Yemen, Rep.","Asia",2002,60.3,18701257,2234.820827,18.701257
"650","Honduras","Americas",1957,44.7,1770390,2220.487682,1.77039
"1574","Turkey","Europe",1957,48.1,25670939,2218.754257,25.670939
"1446","Sudan","Africa",1977,47.8,17104986,2202.988423,17.104986
"1659","West Bank and Gaza","Asia",1962,48.1,1133134,2198.956312,1.133134
"649","Honduras","Americas",1952,41.9,1517453,2194.926204,1.517453
"1491","Syria","Asia",1962,50.3,4834621,2193.037133,4.834621
"437","Dominican Republic","Americas",1972,59.6,4671329,2189.874499,4.671329
"1220","Philippines","Asia",1987,64.2,60017788,2189.634995,60.017788
"135","Bolivia","Americas",1962,43.4,3593918,2180.972546,3.593918
"148","Bosnia and Herzegovina","Europe",1967,64.8,3585000,2172.352423,3.585
"1113","Nicaragua","Americas",1992,65.8,4017939,2170.151724,4.017939
"368","Cote d'Ivoire","Africa",1987,54.7,10761098,2156.956069,10.761098
"1437","Sri Lanka","Asia",1992,70.4,17587060,2153.739222,17.58706
"1191","Paraguay","Americas",1962,64.4,2009813,2148.027146,2.009813
"301","Colombia","Americas",1952,50.6,12350771,2144.115096,12.350771
"832","Korea, Dem. Rep.","Asia",1967,59.9,12617009,2143.540609,12.617009
"1007","Mongolia","Asia",2002,65,2674234,2140.739323,2.674234
"134","Bolivia","Americas",1957,41.9,3211738,2127.686326,3.211738
"337","Congo, Rep.","Africa",1952,42.1,854885,2125.621418,0.854885
"1678","Yemen, Rep.","Asia",1997,58,15826497,2117.484526,15.826497
"1490","Syria","Asia",1957,48.3,4149908,2117.234893,4.149908
"809","Jordan","Asia",1972,56.5,1613551,2110.856309,1.613551
"169","Brazil","Americas",1952,50.9,56602560,2108.944355,56.60256
"1175","Pakistan","Asia",2002,63.6,153403524,2092.712441,153.403524
"432","Djibouti","Africa",2007,54.8,496374,2082.481567,0.496374
"364","Cote d'Ivoire","Africa",1967,47.4,4744870,2052.050473,4.74487
"1174","Pakistan","Asia",1997,61.8,135564834,2049.350521,135.564834
"1190","Paraguay","Americas",1957,63.2,1770902,2046.154706,1.770902
"240","Cameroon","Africa",2007,50.4,17696293,2042.09524,17.696293
"939","Malaysia","Asia",1962,55.7,8906385,2036.884944,8.906385
"974","Mauritius","Africa",1957,58.1,609816,2034.037981,0.609816
"844","Korea, Rep.","Asia",1967,57.7,30131000,2029.228142,30.131
"461","Egypt","Africa",1972,51.1,34807417,2024.008147,34.807417
"1140","Nigeria","Africa",2007,46.9,135031164,2013.977305,135.031164
"643","Haiti","Americas",1982,51.5,5198399,2011.159549,5.198399
"1003","Mongolia","Asia",1982,57.5,1756032,2000.603139,1.756032
"1451","Sudan","Africa",2002,56.4,37090298,1993.398314,37.090298
"1217","Philippines","Asia",1972,58.1,40850141,1989.37407,40.850141
"1134","Nigeria","Africa",1977,44.5,62209173,1981.951806,62.209173
"1675","Yemen, Rep.","Asia",1982,49.1,9657618,1977.55701,9.657618
"1173","Pakistan","Asia",1992,60.8,120065004,1971.829464,120.065004
"1676","Yemen, Rep.","Asia",1987,52.9,11219340,1971.741538,11.21934
"1573","Turkey","Europe",1952,43.6,22235677,1969.10098,22.235677
"973","Mauritius","Africa",1952,51,516556,1967.955707,0.516556
"1530","Thailand","Asia",1977,62.5,44148285,1961.224635,44.148285
"1443","Sudan","Africa",1962,40.9,11183227,1959.593767,11.183227
"1189","Paraguay","Americas",1952,62.6,1555876,1952.308701,1.555876
"14","Albania","Europe",1957,59.3,1476505,1942.284244,1.476505
"317","Comoros","Africa",1972,48.9,250027,1937.577675,0.250027
"239","Cameroon","Africa",2002,49.9,15929988,1934.011449,15.929988
"1564","Tunisia","Africa",1967,52.1,4786986,1932.360167,4.786986
"1025","Morocco","Africa",1972,52.9,16660670,1930.194975,16.66067
"431","Djibouti","Africa",2002,53.4,447416,1908.260867,0.447416
"1006","Mongolia","Asia",1997,63.6,2494803,1902.2521,2.494803
"1447","Sudan","Africa",1982,50.3,20367053,1895.544073,20.367053
"430","Djibouti","Africa",1997,53.2,417908,1895.016984,0.417908
"1303","Sao Tome and Principe","Africa",1982,60.4,98593,1890.218117,0.098593
"806","Jordan","Asia",1957,45.7,746559,1886.080591,0.746559
"1492","Syria","Asia",1967,53.7,5680812,1881.923632,5.680812
"1677","Yemen, Rep.","Asia",1992,55.6,13367997,1879.496673,13.367997
"1436","Sri Lanka","Asia",1987,69,16495304,1876.766827,16.495304
"316","Comoros","Africa",1967,46.5,217378,1876.029643,0.217378
"642","Haiti","Americas",1977,49.9,4908554,1874.298931,4.908554
"1455","Swaziland","Africa",1962,45,370006,1856.182125,0.370006
"637","Haiti","Americas",1952,37.6,3201488,1840.366939,3.201488
"937","Malaysia","Asia",1952,48.5,6748378,1831.132894,6.748378
"1674","Yemen, Rep.","Asia",1977,44.2,8403990,1829.765177,8.40399
"1153","Oman","Asia",1952,37.6,507833,1828.230307,0.507833
"1658","West Bank and Gaza","Asia",1957,45.7,1070439,1827.067742,1.070439
"644","Haiti","Americas",1987,53.6,5756203,1823.015995,5.756203
"1503","Taiwan","Asia",1962,65.2,11918938,1822.879028,11.918938
"460","Egypt","Africa",1967,49.3,31681188,1814.880728,31.681188
"1216","Philippines","Asia",1967,56.4,35356600,1814.12743,35.3566
"938","Malaysia","Asia",1957,52.1,7739235,1810.066992,7.739235
"972","Mauritania","Africa",2007,64.2,3270065,1803.151496,3.270065
"639","Haiti","Americas",1962,43.6,3880130,1796.589032,3.88013
"237","Cameroon","Africa",1992,54.3,12467171,1793.163278,12.467171
"370","Cote d'Ivoire","Africa",1997,48,14625967,1786.265407,14.625967
"1005","Mongolia","Asia",1992,61.3,2312802,1785.402016,2.312802
"234","Cameroon","Africa",1977,49.4,7959865,1783.432873,7.959865
"1684","Zambia","Africa",1967,47.8,3900000,1777.077318,3.9
"1685","Zambia","Africa",1972,50.1,4506497,1773.498265,4.506497
"1442","Sudan","Africa",1957,39.6,9753392,1770.337074,9.753392
"1655","Vietnam","Asia",2002,73,80908147,1764.456677,80.908147
"917","Madagascar","Africa",1972,44.9,7082430,1748.562982,7.08243
"716","Indonesia","Asia",1987,60.1,169276000,1748.356961,169.276
"707","India","Asia",2002,62.9,1034172547,1746.769454,1034.172547
"1302","Sao Tome and Principe","Africa",1977,58.5,86796,1737.561657,0.086796
"363","Cote d'Ivoire","Africa",1962,44.9,3832408,1728.869428,3.832408
"638","Haiti","Americas",1957,40.7,3507701,1726.887882,3.507701
"228","Cambodia","Asia",2007,59.7,14131858,1713.778686,14.131858
"1332","Senegal","Africa",2007,63.1,12267493,1712.472136,12.267493
"1024","Morocco","Africa",1967,50.3,14770296,1711.04477,14.770296
"147","Bosnia and Herzegovina","Europe",1962,61.9,3349000,1709.683679,3.349
"1172","Pakistan","Asia",1987,58.2,105186881,1704.686583,105.186881
"276","Chad","Africa",2007,50.7,10238807,1704.063724,10.238807
"1133","Nigeria","Africa",1972,42.8,53740085,1698.388838,53.740085
"238","Cameroon","Africa",1997,52.2,14195809,1694.337469,14.195809
"459","Egypt","Africa",1962,47,28173309,1693.335853,28.173309
"838","Korea, Dem. Rep.","Asia",1997,67.7,21585105,1690.756814,21.585105
"1021","Morocco","Africa",1952,42.9,9939217,1688.20357,9.939217
"1444","Sudan","Africa",1967,42.9,12716129,1687.997641,12.716129
"233","Cameroon","Africa",1972,47,7021028,1684.146528,7.021028
"435","Dominican Republic","Americas",1962,53.5,3453434,1662.137359,3.453434
"1563","Tunisia","Africa",1962,49.6,4286552,1660.30321,4.286552
"1445","Sudan","Africa",1972,45.1,14597019,1659.652775,14.597019
"297","China","Asia",1992,68.7,1164970000,1655.784158,1164.97
"1323","Senegal","Africa",1962,41.5,3430243,1654.988723,3.430243
"641","Haiti","Americas",1972,48,4698301,1654.456946,4.698301
"436","Dominican Republic","Americas",1967,56.8,4049146,1653.723003,4.049146
"1541","Togo","Africa",1972,49.8,2056351,1649.660188,2.056351
"1215","Philippines","Asia",1962,54.8,30325264,1649.552153,30.325264
"371","Cote d'Ivoire","Africa",2002,46.8,16252726,1648.800823,16.252726
"1435","Sri Lanka","Asia",1982,68.8,15410151,1648.079789,15.410151
"369","Cote d'Ivoire","Africa",1992,52,12772596,1648.073791,12.772596
"1002","Mongolia","Asia",1977,55.5,1528000,1647.511665,1.528
"839","Korea, Dem. Rep.","Asia",2002,66.7,22215365,1646.758151,22.215365
"1489","Syria","Asia",1952,45.9,3661549,1643.485354,3.661549
"915","Madagascar","Africa",1962,40.8,5703324,1643.38711,5.703324
"1022","Morocco","Africa",1957,45.4,11406350,1642.002314,11.40635
"916","Madagascar","Africa",1967,42.9,6334556,1634.047282,6.334556
"1450","Sudan","Africa",1997,55.4,32160729,1632.210764,32.160729
"1138","Nigeria","Africa",1997,47.5,106207839,1624.941275,106.207839
"831","Korea, Dem. Rep.","Asia",1962,56.7,10917494,1621.693598,10.917494
"1137","Nigeria","Africa",1992,47.5,93364244,1619.848217,93.364244
"1441","Sudan","Africa",1952,38.6,8504667,1615.991129,8.504667
"1139","Nigeria","Africa",2002,46.6,119901274,1615.286395,119.901274
"1324","Senegal","Africa",1967,43.6,3965841,1612.404632,3.965841
"13","Albania","Europe",1952,55.2,1282697,1601.056136,1.282697
"1308","Sao Tome and Principe","Africa",2007,65.5,199579,1598.435089,0.199579
"1325","Senegal","Africa",1972,45.8,4588696,1597.712056,4.588696
"840","Korea, Dem. Rep.","Asia",2007,67.3,23301725,1593.06548,23.301725
"914","Madagascar","Africa",1957,38.9,5181679,1589.20275,5.181679
"1686","Zambia","Africa",1977,51.4,5216550,1588.688299,5.21655
"965","Mauritania","Africa",1972,48.4,1332786,1586.851781,1.332786
"971","Mauritania","Africa",2002,62.2,2828858,1579.019543,2.828858
"1135","Nigeria","Africa",1982,45.8,73039376,1576.97375,73.039376
"830","Korea, Dem. Rep.","Asia",1957,54.1,9411381,1571.134655,9.411381
"888","Lesotho","Africa",2007,42.6,2012649,1569.331442,2.012649
"1322","Senegal","Africa",1957,39.3,3054547,1567.653006,3.054547
"1023","Morocco","Africa",1962,47.9,13056604,1566.353493,13.056604
"1326","Senegal","Africa",1977,48.9,5260855,1561.769116,5.260855
"1214","Philippines","Asia",1957,51.3,26072194,1547.944844,26.072194
"805","Jordan","Asia",1952,43.2,607914,1546.907807,0.607914
"372","Cote d'Ivoire","Africa",2007,48.3,18013409,1544.750112,18.013409
"434","Dominican Republic","Americas",1957,49.8,2923186,1544.402995,2.923186
"918","Madagascar","Africa",1977,46.9,8007166,1544.228586,8.007166
"843","Korea, Rep.","Asia",1962,55.3,26420307,1536.344387,26.420307
"1301","Sao Tome and Principe","Africa",1972,56.5,76595,1532.985254,0.076595
"1542","Togo","Africa",1977,52.9,2308582,1532.776998,2.308582
"1529","Thailand","Asia",1972,60.4,39276153,1524.358936,39.276153
"1331","Senegal","Africa",2002,61.6,10870037,1519.635262,10.870037
"1327","Senegal","Africa",1982,52.4,6147783,1518.479984,6.147783
"715","Indonesia","Asia",1982,56.2,153343000,1516.872988,153.343
"1304","Sao Tome and Principe","Africa",1987,61.7,110812,1516.525457,0.110812
"1657","West Bank and Gaza","Asia",1952,43.2,1030585,1515.592329,1.030585
"232","Cameroon","Africa",1967,44.8,6335506,1508.453148,6.335506
"1502","Taiwan","Asia",1957,62.4,10164215,1507.86129,10.164215
"1448","Sudan","Africa",1987,51.7,24725960,1507.819159,24.72596
"362","Cote d'Ivoire","Africa",1957,42.5,3300000,1500.895925,3.3
"966","Mauritania","Africa",1977,50.9,1456688,1497.492223,1.456688
"1449","Sudan","Africa",1992,53.6,28227588,1492.197043,28.227588
"842","Korea, Rep.","Asia",1957,52.7,22611552,1487.593537,22.611552
"970","Mauritania","Africa",1997,60.4,2444741,1483.136136,2.444741
"967","Mauritania","Africa",1982,53.6,1622136,1481.150189,1.622136
"1540","Togo","Africa",1967,46.8,1735550,1477.59676,1.73555
"1561","Tunisia","Africa",1952,44.6,3647735,1468.475631,3.647735
"1351","Sierra Leone","Africa",1982,38.4,3464522,1465.010784,3.464522
"828","Kenya","Africa",2007,54.1,35610177,1463.249282,35.610177
"458","Egypt","Africa",1957,44.4,25009741,1458.915272,25.009741
"706","India","Asia",1997,61.8,959000000,1458.817442,959
"645","Haiti","Americas",1992,55.1,6326682,1456.309517,6.326682
"1683","Zambia","Africa",1962,46,3421000,1452.725766,3.421
"640","Haiti","Americas",1967,46.2,4318137,1452.057666,4.318137
"1398","Somalia","Africa",1977,42,4353666,1450.992513,4.353666
